"<span class=thead>Предмет</span>";"<span class=thead>Задание на 27-31 января</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Физ.практикум ";"не будет покамест"
"Русский ";"готовиться к сочинению (тема - один из афоризмов по глобальной теме ""Человек и природа"")"
"Химия ";"Березан №17.27-17.29 "
"Английский ";"SBp 6 выучить первые 2 абзаца;<br />WB 4-5"
"Физика ";"Рымкевич №714, 719, 720, 722-724"
"Алгебра ";"Нелин с.351 №3(3), 4(3), 6(1,2), 9"
"Геометрия ";"337, 339, 345 "
"Всемирная история";"Октябрьский переворот"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Украинская литература";"Коцюбинський, читати ""Тіні забутих предків"""
"Мировая литература";"продолжаем с биографией Толстого, дочитать Анну Каренину (тексты пока не нужны, тнн кароч)"
"Физика ";"Гельфгат №8.13, 8.14, 8.31, Рымкевч №727, 728 "
"История Украины";"3-й универсал Центральной рады; учебник §14,15"
"Информатика (1)";"это уже ваше личное дело"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Алгебра ";"Нелин с.351 №5,6(3,4),7 (причем 7(3) решить всеми 3мя способами)"
"География ";"не задано"
"Химия ";"§ 10, устно №90,91, письменно №93-96;<br />повторить азот, аммиак и соли аммония (будет диктант)"
"Физика ";"Рымкевич №729-733"
"Информатика (2)";"Internet is NYPA"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Геометрия ";" Лесенки с.84 №192, 193, 198"
"Защита Отечества/ Воен.-мед. подготовка";"не задано"
"Укр.лит ";"читати ""Тіні забутих предків"", конспектувати про імпресіонізм"
"Биология ";"не задано"
"Физика ";"Гельфгат №8.8-8.10, 8.20-8.22"
"Инф.технологии ";"как всегда"
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Физ-ра ";"официально ДЗ нет"
"Биология ";" "
"Экономика ";" "
"Худ культура";" "
"Алгебра ";" "
"Английский ";"SBP. 10 №3-6; WBP. 5-6"
