"<span class=thead>Предмет</span>";"<span class=thead>Задание на 6-10 октября 2014</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Алгебра ";"Учебник №11.23, 12.11, 12.13, 12.19(1)"
"Геометрия ";"учебник №320-322"
"Укр. лит.";"Микола Зеров ""Київ-традиція""; Максим Рильський ""Молюсь і вірю"", ""Солодкий світ""; Один з перерахованих віршів вивчити напамять"
"Химия ";"учебник №42-47"
"Физика ";"Графически сложить 3 колебания:<br />x<sub>1</sub>(t)=2sin(2πt)<br />x<sub>2</sub>(t)=3sin(4πt)<br />x<sub>3</sub>(t)=1.5sin(6πt)"
"Астрономия ";"Конспект;Климишин $4"
"Русский ";"Учебник №186,194 (подчеркнуть грамматическую основу, если односоставное, то определить тип предложения)"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"История Украины";"Хронологическая таблица Военных действий 1944 г.;<br />Выписать определение ""коллаборационизм"";<br />ДСР на двойных листочках: с.63 тесты, с.64 задание №1(уровень 4), с.65 задание №2(уровень 3), с.62 задание №2"
"Мировая литература";" презентации, кому надо"
"Физика ";" Построить Фигуру Лиссажу для сложения таких колебаний x(t)=5cos(2πt);y(t)=5sin(3πt+π/4)"
"Английский ";" текст учить и 2 стр. в воркбуке"
"Химия ";" 119-121"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Биология ";" решить задачку"
"Всемирная история";" боевые действия 44-45гг(до 9 мая)"
"Алгебра ";" №12.21,12.22(2,4),13.4(1,2),13.8"
"Инф. технологии";"не будет"
"Информатика ";"писать программы далее по плану"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Физика ";" Савченко №3.4.1,3.4.7,3.4.9,3.4.10"
"Алгебра ";" №12.15(1,2),12.23(1,2),13.6,13.19"
"Биология ";" $7,8,9;с.50 табличка№9 перерисовать"
"Укр. язык";" Подготовиться к написанию текста"
"Геометрия ";" Литвиненко(синий учебничек)№351(а),354(а),364(б)"
"Физический практикум";"готовиться к лабораторной работе"
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Физика ";" Сделать задачу,заданую в классе"
"Основы экономики";" Не задано(была ср)"
"Укр. лит.";" Прочитати М.Хвильовий ""Я(романтика)"""
"Защита Отечества";" Не задано"
"Английский ";" WB p.32-33;WB p.30 выучить текст"
